,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
3880,Condo for sale,3595000,2,2.0,,40.77,-73.983,,15.095054827301363,2.0,Manhattan,New York County
3881,Pending,769000,2,2.0,,40.734,-73.854,,13.552847548877052,2.0,Flushing,Queens County
3882,Multi-family home for sale,1350000,9,3.0,3318.0,40.826,-73.916,8.107418811719974,14.115615891155079,3.0,Concourse Village,Bronx County
3883,Multi-family home for sale,797777,4,2.0,,40.676,-73.801,,13.589585642239681,2.0,Jamaica,Queens County
3884,Pending,4650000,6,2.3738608579684373,4734.0,40.688,-73.97,8.462737005620179,15.35237799261728,2.0,Fort Greene,Kings County
3885,Pending,680000,4,2.0,1536.0,40.673,-73.843,7.337587743538596,13.429849547739444,2.0,Jamaica,Queens County
3886,House for sale,549000,4,2.0,,40.603,-73.755,,13.215855541983634,2.0,Far Rockaway,Queens County
3887,Pending,13650000,5,2.3738608579684373,,40.769,-73.963,,16.429250152855314,2.0,Manhattan,New York County
3888,House for sale,749000,3,2.0,1400.0,40.631,-73.933,7.244941546337007,13.52649559761195,2.0,Flatlands,Kings County
3889,Co-op for sale,398000,3,1.0,900.0,40.617,-73.986,6.803505257608338,12.894209796826232,1.0,Mapleton,Kings County
3890,Condo for sale,680000,2,2.0,847.0,40.737,-73.872,6.742880635791903,13.429849547739444,2.0,Elmhurst,Queens County
3891,Co-op for sale,499000,2,1.0,,40.754,-73.885,,13.120363378739663,1.0,Jackson Heights,Queens County
3892,Townhouse for sale,2250000,4,2.0,1360.0,40.657,-73.98,7.215975002651466,14.626441218624949,2.0,Windsor Terrace,Kings County
3893,Pending,550000,3,2.0,1520.0,40.588,-74.097,7.327123292259293,13.217675375388819,2.0,Midland Beach,Richmond County
3894,Townhouse for sale,4995000,6,2.3738608579684373,7868.0,40.732,-73.984,8.970686268534983,15.423948170264971,2.0,Manhattan,New York County
3895,Pending,2650000,5,2.0,2500.0,40.78,-73.958,7.824445930877619,14.790070575320824,2.0,Manhattan,New York County
3896,House for sale,7188000,3,3.0,4108.0,40.715,-74.009,8.32093496888341,15.787923666006334,3.0,Manhattan,New York County
3897,Co-op for sale,999000,1,1.0,,40.67,-73.973,,13.81451105863119,1.0,Park Slope,Kings County
3898,Condo for sale,799000,2,2.0,868.0,40.77,-73.772,6.767343125265392,13.591117476312084,2.0,Flushing,Queens County
3899,Condo for sale,699000,1,1.0,,40.744,-73.904,,13.457407451830088,1.0,Woodside,Queens County
3900,Co-op for sale,940000,2,1.0,,40.769,-73.954,,13.753636218075409,1.0,Manhattan,New York County
3901,Townhouse for sale,3460000,2,2.0,2484.0,40.704,-73.987,7.818027938530729,15.056779436051206,2.0,Dumbo,Kings County
3902,Condo for sale,1395000,2,2.0,,40.778,-73.952,,14.148405690083225,2.0,Manhattan,New York County
3903,House for sale,629000,3,2.0,1575.0,40.873,-73.858,7.362645270417825,13.351888125506433,2.0,Williamsbridge,Bronx County
3904,Townhouse for sale,2850000,4,2.3738608579684373,1725.0,40.662,-73.987,7.453561871643373,14.862829903121964,2.0,Park Slope,Kings County
3905,Co-op for sale,2995000,3,4.0,,40.77,-73.98,,14.912455123421447,4.0,Manhattan,New York County
3906,Co-op for sale,2750000,2,2.0,,40.769,-73.969,,14.827111833279051,2.0,Manhattan,New York County
3907,Townhouse for sale,1100000,9,3.0,3944.0,40.847,-73.906,8.280204233279974,13.910821646859095,3.0,West Bronx,Bronx County
3908,Co-op for sale,1395000,2,2.0,,40.772,-73.965,,14.148405690083225,2.0,Manhattan,New York County
3909,Pending,599000,3,3.0,1392.0,40.556,-74.155,7.239214973779806,13.303018546545275,3.0,Great Kills,Richmond County
3910,Multi-family home for sale,1049000,6,2.0,,40.712,-73.877,,13.863348840666827,2.0,Flushing,Queens County
3911,Condo for sale,4250000,2,2.0,1778.0,40.754,-74.003,7.483806687665835,15.26242977619469,2.0,Manhattan,New York County
3912,Co-op for sale,925000,3,2.0,1700.0,40.764,-73.964,7.438971592395862,13.73755009757506,2.0,Manhattan,New York County
3913,Condo for sale,1695000,2,2.0,1035.0,40.716,-73.952,6.943122422819428,14.343193888767015,2.0,Williamsburg,Kings County
3914,Condo for sale,599000,1,1.0,958.0,40.749,-73.878,6.8658910748834385,13.303018546545275,1.0,Flushing,Queens County
3915,Co-op for sale,1250000,2,2.0,1350.0,40.77,-73.969,7.208600337960199,14.038654909278163,2.0,Manhattan,New York County
3916,Condo for sale,610000,3,2.3738608579684373,923.0,40.686,-73.971,6.828712071641684,13.321215875492413,2.0,Fort Greene,Kings County
3917,Multi-family home for sale,2299000,8,5.0,2700.0,40.756,-73.777,7.901377353792616,14.64798523871695,5.0,Bayside,Queens County
3918,House for sale,1350000,3,2.3738608579684373,,40.797,-73.94,,14.115615891155079,2.0,Manhattan,New York County
3919,Co-op for sale,2395000,4,4.0,3600.0,40.749,-73.97,8.188966863648876,14.6888942063636,4.0,Manhattan,New York County
3920,Condo for sale,1080000,2,2.0,1545.0,40.784,-73.857,7.343426229147367,13.8924725250259,2.0,College Point,Queens County
3921,Pending,450000,2,1.0,,40.71,-73.958,,13.017005083966255,1.0,Southside,Kings County
3922,Multi-family home for sale,2250000,10,2.3738608579684373,5200.0,40.627,-74.008,8.556606193773073,14.626441218624949,2.0,Dyker Heights,Kings County
3923,Co-op for sale,588888,3,2.0,1150.0,40.732,-73.86,7.048386408721883,13.285992989865358,2.0,Rego Park,Queens County
3924,Co-op for sale,279000,2,1.0,,40.706,-73.8,,12.53897064502647,1.0,Jamaica,Queens County
3925,Condo for sale,1199000,2,1.0,1080.0,40.616,-74.038,6.985641817639208,13.99699926803766,1.0,Fort Hamilton,Kings County
3926,House for sale,1390000,3,2.0,1276.0,40.881,-73.899,7.152268856032539,14.144815024531075,2.0,West Bronx,Bronx County
3927,Multi-family home for sale,1150000,6,3.0,2400.0,40.631,-73.93,7.783640596221253,13.955273369904273,3.0,Flatlands,Kings County
3928,Co-op for sale,6350000,4,4.0,,40.784,-73.971,,15.663965528349177,4.0,Manhattan,New York County
3929,Condo for sale,650000,2,2.0,1013.0,40.887,-73.909,6.921658184151129,13.384729180332174,2.0,Riverdale,Bronx County
3930,House for sale,599999,3,2.0,1340.0,40.668,-73.913,7.201170883281678,13.304684934198283,2.0,Brownsville,Kings County
3931,Co-op for sale,395000,2,1.0,950.0,40.909,-73.905,6.85751406254539,12.886643575525625,1.0,North Riverdale,Bronx County
3932,Co-op for sale,299000,1,1.0,700.0,40.755,-73.886,6.55250788703459,12.608202196848836,1.0,Flushing,Queens County
3933,Condo for sale,549000,2,2.0,1113.0,40.669,-73.849,7.01571242048723,13.215855541983634,2.0,Howard Beach,Queens County
3934,Condo for sale,1350000,2,2.0,1066.0,40.72,-73.947,6.9726062513017535,14.115615891155079,2.0,Greenpoint,Kings County
3935,Condo for sale,499000,1,1.0,571.0,40.744,-73.912,6.349138991379798,13.120363378739663,1.0,Flushing,Queens County
3936,Condo for sale,1351242,2,2.0,1026.0,40.748,-73.944,6.934397209928558,14.116535467533607,2.0,Long Island City,Queens County
3937,Co-op for sale,249000,2,1.0,830.0,40.587,-73.971,6.7226297948554485,12.425212191503038,1.0,Gravesend,Kings County
3938,Condo for sale,479000,1,2.0,1096.0,40.687,-73.875,7.00033446027523,13.079457964073546,2.0,Cypress Hills,Kings County
3939,Condo for sale,1899000,3,2.0,1757.0,40.577,-73.957,7.471932078245122,14.456838516387228,2.0,Brighton Beach,Kings County
3940,Co-op for sale,275000,1,1.0,694.0,40.71,-73.819,6.543911845564792,12.524530013005734,1.0,Briarwood,Queens County
3941,Condo for sale,2150000,2,2.0,1711.0,40.772,-73.989,7.445417556701687,14.580978865220017,2.0,Manhattan,New York County
3942,Co-op for sale,1999000,3,3.0,1950.0,40.785,-73.954,7.576097340623111,14.508158113732536,3.0,Manhattan,New York County
3943,House for sale,1588000,5,2.3738608579684373,2580.0,40.612,-74.008,7.855932199718614,14.277986550511942,2.0,Bensonhurst,Kings County
3944,Townhouse for sale,3200000,7,4.0,2976.0,40.686,-73.988,7.998671361015776,14.978661680269907,4.0,Boerum Hill,Kings County
3945,Co-op for sale,1999000,2,2.0,,40.778,-73.959,,14.508158113732536,2.0,Manhattan,New York County
3946,Condo for sale,1745000,2,2.0,1574.0,40.746,-73.942,7.362010551259734,14.372265686684402,2.0,Long Island City,Queens County
3947,House for sale,1488000,3,2.0,2886.0,40.579,-74.121,7.967973179662935,14.212944166417959,2.0,New Dorp,Richmond County
3948,Condo for sale,1494000,1,2.0,1444.0,40.772,-73.949,7.275864600546533,14.216968314018718,2.0,Manhattan,New York County
3949,Multi-family home for sale,1108900,6,2.0,2664.0,40.631,-74.018,7.887959336599945,13.918879992735471,2.0,Bay Ridge,Kings County
3950,Multi-family home for sale,3200000,3,4.0,3040.0,40.682,-73.992,8.019941687677365,14.978661680269907,4.0,Carroll Gardens,Kings County
3951,House for sale,650000,3,2.0,1110.0,40.606,-74.091,7.01301578963963,13.384729180332174,2.0,Todt Hill,Richmond County
3952,House for sale,1250000,5,4.0,2755.0,40.592,-74.069,7.9215356321335495,14.038654909278163,4.0,Arrochar,Richmond County
3953,Co-op for sale,749000,2,1.0,1000.0,40.769,-73.954,6.90875477931522,13.52649559761195,1.0,Manhattan,New York County
3954,Contingent,235000,3,1.0,301.0,40.578,-74.16,5.71042701737487,12.367345048436391,1.0,New Springville,Richmond County
3955,Co-op for sale,399000,1,1.0,,40.722,-73.839,,12.896719202134523,1.0,Forest Hills,Queens County
3956,Co-op for sale,2465000,2,2.0,1400.0,40.787,-73.98,7.244941546337007,14.717702771138358,2.0,Manhattan,New York County
3957,Co-op for sale,1200000,2,2.0,,40.785,-73.954,,13.997832948091215,2.0,Manhattan,New York County
3958,Co-op for sale,439000,3,1.0,475.0,40.731,-73.994,6.16541785423142,12.992256969959042,1.0,Manhattan,New York County
3959,Condo for sale,975000,2,2.0,930.0,40.687,-73.913,6.836259277277067,13.790193775620484,2.0,Bushwick,Kings County
3960,Townhouse for sale,1499000,6,4.0,,40.688,-73.927,,14.22030944419592,4.0,Bedford-Stuyvesant,Kings County
3961,Condo for sale,650000,3,1.0,1050.0,40.649,-73.953,6.957497370876951,13.384729180332174,1.0,New York,
3962,Townhouse for sale,2550000,8,4.0,3900.0,40.662,-73.986,8.268988209506656,14.751604309291395,4.0,Park Slope,Kings County
3963,House for sale,3200000,6,5.0,5000.0,40.808,-73.942,8.517393171418904,14.978661680269907,5.0,Manhattan,New York County
3964,Condo for sale,1999999,4,4.0,2743.0,40.79,-73.977,7.917171988845776,14.508657738524219,4.0,Manhattan,New York County
3965,Condo for sale,460000,1,1.0,518.0,40.587,-73.951,6.251903883165888,13.038983942375959,1.0,Sheepshead Bay,Kings County
3966,Condo for sale,1395000,2,2.0,1003.0,40.693,-73.961,6.911747300251674,14.148405690083225,2.0,Clinton Hill,Kings County
3967,Co-op for sale,290000,1,1.0,,40.73,-73.819,,12.577639650232573,1.0,Flushing,Queens County
3968,Multi-family home for sale,1990000,6,5.0,2100.0,40.756,-73.778,7.650168700845001,14.503645699213111,5.0,Bayside,Queens County
3969,Townhouse for sale,2980000,6,3.0,3210.0,40.658,-73.976,8.074337694089515,14.907434194052001,3.0,Windsor Terrace,Kings County
3970,House for sale,3498000,2,2.0,2046.0,40.718,-74.008,7.624130585661289,15.067702220438289,2.0,Manhattan,New York County
3971,House for sale,2595000,7,6.0,4950.0,40.518,-74.224,8.507344855361422,14.769097459938507,6.0,Charleston,Richmond County
3972,Pending,599889,2,2.0,,40.678,-73.753,,13.30450158405734,2.0,Jamaica,Queens County
3973,Condo for sale,3995000,2,2.0,1283.0,40.768,-73.984,7.157735484249907,15.200554387495371,2.0,Manhattan,New York County
3974,Multi-family home for sale,589000,3,2.3738608579684373,1560.0,40.676,-73.879,7.353081920515432,13.286183160425152,2.0,East New York,Kings County
3975,Co-op for sale,1139000,3,2.0,1800.0,40.72,-73.84,7.496097345175956,13.94566212039206,2.0,Forest Hills,Queens County
3976,Multi-family home for sale,4500000,3,5.0,4725.0,40.726,-73.944,8.460834457746854,15.319588176962746,5.0,Greenpoint,Kings County
3977,Condo for sale,2695000,2,2.0,1927.0,40.678,-73.987,7.564238475170491,14.80690913338268,2.0,Gowanus,Kings County
3978,Co-op for sale,125000,1,1.0,728.0,40.856,-73.869,6.591673732008658,11.736077016252437,1.0,East Bronx,Bronx County
3979,Condo for sale,625000,1,1.0,692.0,40.817,-73.947,6.541029999189903,13.345508528717259,1.0,Manhattan,New York County
3980,House for sale,775000,4,3.0,,40.639,-73.894,,13.560619598657233,3.0,Canarsie,Kings County
3981,Co-op for sale,635000,1,1.0,,40.789,-73.978,,13.361381852676738,1.0,Manhattan,New York County
3982,Multi-family home for sale,2375000,9,5.0,4164.0,40.625,-74.03,8.334471554600944,14.680508416503422,5.0,Bay Ridge,Kings County
3983,Co-op for sale,545000,1,1.0,1050.0,40.618,-74.039,6.957497370876951,13.208542908506082,1.0,Fort Hamilton,Kings County
3984,Condo for sale,599000,1,1.0,935.0,40.58,-73.961,6.841615476477592,13.303018546545275,1.0,Brighton Beach,Kings County
3985,Co-op for sale,538000,2,2.0,1200.0,40.726,-73.85,7.0909098220799835,13.195615697878253,2.0,Forest Hills,Queens County
3986,Condo for sale,342990,2,1.0,900.0,40.62,-74.11,6.803505257608338,12.745459486736772,1.0,Castleton Corners,Richmond County
3987,Co-op for sale,1500000,2,2.0,1600.0,40.774,-73.98,7.3783837129967145,14.220976332738882,2.0,Manhattan,New York County
3988,House for sale,939000,3,2.0,1700.0,40.609,-73.94,7.438971592395862,13.752571823152559,2.0,Marine Park,Kings County
3989,Condo for sale,3150000,4,3.0,2263.0,40.797,-73.97,7.724888439323074,14.962913328262083,3.0,Manhattan,New York County
3990,Multi-family home for sale,1750000,6,3.0,2146.0,40.643,-74.002,7.671826797878781,14.375126917328105,3.0,Sunset Park,Kings County
3991,Co-op for sale,360000,3,1.0,,40.765,-73.985,,12.793862088206213,1.0,Manhattan,New York County
3992,House for sale,720000,3,3.0,2200.0,40.678,-73.927,7.696667081526462,13.487007879880162,3.0,Bedford-Stuyvesant,Kings County
3993,House for sale,1199999,5,3.0,1728.0,40.629,-74.002,7.455298485683291,13.997832114758229,3.0,Dyker Heights,Kings County
3994,House for sale,710000,3,2.3738608579684373,1400.0,40.701,-73.763,7.244941546337007,13.47302165746721,2.0,Jamaica,Queens County
3995,Co-op for sale,200000,1,1.0,700.0,40.63,-73.926,6.55250788703459,12.206077645517674,1.0,Flatlands,Kings County
3996,Co-op for sale,699000,2,2.0,1400.0,40.654,-73.957,7.244941546337007,13.457407451830088,2.0,Flatbush,Kings County
3997,Co-op for sale,559000,3,2.0,1200.0,40.907,-73.906,7.0909098220799835,13.233906541044401,2.0,North Riverdale,Bronx County
3998,Multi-family home for sale,1050000,5,4.0,2552.0,40.601,-74.13,7.845024417241484,13.864301674514206,4.0,Manor Heights,Richmond County
3999,Condo for sale,2649000,3,3.0,1500.0,40.747,-73.985,7.313886831633462,14.789693145755079,3.0,Manhattan,New York County
4000,Co-op for sale,614000,1,1.0,,40.789,-73.97,,13.327751835792448,1.0,Manhattan,New York County
4001,Condo for sale,925000,2,2.0,787.0,40.708,-73.911,6.669498089857879,13.73755009757506,2.0,Ridgewood,Queens County
4002,Condo for sale,800000,3,2.0,,40.754,-73.821,,13.592368256649284,2.0,Flushing,Queens County
4003,Condo for sale,559000,1,1.0,579.0,40.692,-73.916,6.363028103540465,13.233906541044401,1.0,Bushwick,Kings County
4004,Condo for sale,999999,1,2.0,807.0,40.706,-74.017,6.694562058521095,13.815510557964274,2.0,Manhattan,New York County
4005,Co-op for sale,269000,1,1.0,700.0,40.584,-73.952,6.55250788703459,12.502470376049185,1.0,Sheepshead Bay,Kings County
4006,Condo for sale,838000,2,2.0,1054.0,40.628,-74.002,6.961296045910167,13.63877457278093,2.0,Dyker Heights,Kings County
4007,Co-op for sale,220000,1,1.0,792.0,40.668,-73.85,6.675823221634848,12.301387370778713,1.0,Howard Beach,Queens County
4008,Condo for sale,729000,1,1.0,550.0,40.761,-73.967,6.311734809152915,13.499430382731967,1.0,Manhattan,New York County
4009,Condo for sale,2045000,3,2.0,1039.0,40.764,-73.985,6.946975992135418,14.530908836456474,2.0,Manhattan,New York County
4010,Condo for sale,749000,2,2.0,1258.0,40.795,-73.846,7.138073034044347,13.52649559761195,2.0,College Point,Queens County
4011,Co-op for sale,189000,1,1.0,,40.706,-73.801,,12.149507585033072,1.0,Jamaica,Queens County
4012,Pending,399000,1,1.0,775.0,40.636,-74.036,6.654152520183219,12.896719202134523,1.0,Bay Ridge,Kings County
4013,Co-op for sale,250000,1,1.0,800.0,40.913,-73.902,6.68586094706836,12.429220196836383,1.0,North Riverdale,Bronx County
4014,Condo for sale,3695000,2,2.0,1978.0,40.774,-73.984,7.590346945602565,15.122491383000398,2.0,Manhattan,New York County
4015,Multi-family home for sale,680000,3,2.0,2240.0,40.619,-74.076,7.714677473800927,13.429849547739444,2.0,Clifton,Richmond County
4016,Multi-family home for sale,1599999,8,4.0,,40.751,-73.898,,14.28551418721001,4.0,Flushing,Queens County
4017,Co-op for sale,495000,2,1.0,900.0,40.633,-73.971,6.803505257608338,13.112315061750808,1.0,Kensington,Kings County
4018,Pending,314000,1,1.0,875.0,40.607,-73.986,6.775366090936392,12.657151449598695,1.0,Gravesend,Kings County
4019,Co-op for sale,165000,1,1.0,,40.605,-73.758,,12.013706813470414,1.0,Far Rockaway,Queens County
4020,Condo for sale,950000,2,2.0,1033.0,40.796,-73.946,6.9411900550683745,13.76421831620775,2.0,Manhattan,New York County
4021,House for sale,975000,3,2.0,,40.655,-73.928,,13.790193775620484,2.0,East Flatbush,Kings County
4022,Co-op for sale,449000,1,2.0,1074.0,40.756,-73.721,6.980075940561763,13.014780393893403,2.0,Little Neck,Queens County
4023,Townhouse for sale,2995000,7,2.3738608579684373,4100.0,40.686,-73.938,8.31898612539206,14.912455123421447,2.0,Bedford-Stuyvesant,Kings County
4024,Co-op for sale,325000,1,1.0,775.0,40.635,-74.032,6.654152520183219,12.691583538230217,1.0,Bay Ridge,Kings County
4025,Condo for sale,1599000,2,2.0,1094.0,40.759,-73.971,6.9985096422506015,14.284889617206765,2.0,Manhattan,New York County
4026,House for sale,649000,3,2.0,2000.0,40.7,-73.753,7.601402334583733,13.38318953651709,2.0,Jamaica,Queens County
4027,Condo for sale,1850000,1,1.0,703.0,40.733,-73.995,6.556778356158042,14.430696737594902,1.0,Manhattan,New York County
4028,Condo for sale,1395000,1,2.0,1220.0,40.708,-74.01,7.107425474110705,14.148405690083225,2.0,Manhattan,New York County
4029,Condop for sale,1080000,1,1.0,,40.752,-73.97,,13.8924725250259,1.0,Manhattan,New York County
4030,Co-op for sale,309000,1,1.0,,40.72,-73.857,,12.6410997921206,1.0,Forest Hills,Queens County
4031,Multi-family home for sale,1499000,8,3.0,2636.0,40.581,-73.963,7.877397186353287,14.22030944419592,3.0,Brighton Beach,Kings County
4032,Co-op for sale,179000,1,1.0,,40.667,-73.847,,12.095146671399466,1.0,Howard Beach,Queens County
4033,Contingent,595000,3,1.0,,40.733,-74.003,,13.296318365198623,1.0,Manhattan,New York County
4034,House for sale,849000,3,3.0,1656.0,40.636,-73.895,7.4127640174265625,13.651815643149092,3.0,Canarsie,Kings County
4035,Condo for sale,759000,2,2.0,1230.0,40.612,-73.954,7.115582126184454,13.539758373899955,2.0,Midwood,Kings County
4036,Pending,549999,3,2.3738608579684373,1652.0,40.602,-74.087,7.410347097821024,13.217673557208654,2.0,Todt Hill,Richmond County
4037,Condo for sale,1750000,2,2.0,,40.714,-73.945,,14.375126917328105,2.0,Williamsburg,Kings County
4038,Condo for sale,4995000,3,4.0,2184.0,40.785,-73.956,7.68937110752969,15.423948170264971,4.0,Manhattan,New York County
4039,Contingent,725000,3,1.0,,40.714,-73.945,,13.493928313146206,1.0,Williamsburg,Kings County
4040,Co-op for sale,249000,2,1.0,1000.0,40.593,-73.94,6.90875477931522,12.425212191503038,1.0,Sheepshead Bay,Kings County
4041,Pending,245000,2,1.0,,40.664,-73.854,,12.409017571151187,1.0,Jamaica,Queens County
4042,Condo for sale,1500000,1,2.0,1218.0,40.712,-73.949,7.105786129481271,14.220976332738882,2.0,Williamsburg,Kings County
4043,Condo for sale,695000,2,1.0,959.0,40.79,-73.949,6.866933284461882,13.451668563394815,1.0,Manhattan,New York County
4044,Condo for sale,15500000,5,6.0,4134.0,40.774,-73.983,8.327242607457793,16.5563506464056,6.0,Manhattan,New York County
4045,Co-op for sale,1995000,2,2.0,1700.0,40.772,-73.98,7.438971592395862,14.506155109559108,2.0,Manhattan,New York County
4046,Condo for sale,655000,3,2.0,,40.754,-73.831,,13.39239204133378,2.0,Flushing,Queens County
4047,Townhouse for sale,1799000,6,4.0,3300.0,40.696,-73.932,8.101980731853192,14.402742068796885,4.0,Bushwick,Kings County
4048,Condo for sale,3250000,2,2.0,1509.0,40.722,-73.998,7.31986492980897,14.99416586199818,2.0,Manhattan,New York County
4049,Co-op for sale,750000,1,1.0,750.0,40.784,-73.977,6.621405651764134,13.527829818844937,1.0,Manhattan,New York County
4050,Townhouse for sale,1495000,5,3.0,,40.695,-73.922,,14.217637433703022,3.0,Bushwick,Kings County
4051,Condo for sale,658000,1,1.0,,40.753,-73.832,,13.396961730063138,1.0,Flushing,Queens County
4052,Co-op for sale,395000,2,1.0,,40.728,-73.851,,12.886643575525625,1.0,Flushing,Queens County
4053,Townhouse for sale,1999000,4,2.0,2487.0,40.635,-73.97,7.81923445385907,14.508158113732536,2.0,Kensington,Kings County
4054,Co-op for sale,3950000,3,2.0,,40.792,-73.977,,15.18922639004183,2.0,Manhattan,New York County
4055,Condo for sale,4395000,5,5.0,3498.0,40.76,-73.961,8.160232492367689,15.295978316632674,5.0,Manhattan,New York County
4056,Contingent,368888,2,1.0,540.0,40.574,-74.093,6.293419278846481,12.818251064761226,1.0,Midland Beach,Richmond County
4057,Co-op for sale,285000,1,1.0,,40.907,-73.907,,12.560247968016562,1.0,New York,
4058,Multi-family home for sale,1290000,6,5.0,2340.0,40.583,-73.818,7.75833346749091,14.070153551531353,5.0,Far Rockaway,Queens County
4059,House for sale,11250000,5,6.0,4357.0,40.778,-73.963,8.379768515504566,16.23587877550359,6.0,Manhattan,New York County
4060,Co-op for sale,458000,2,2.0,,40.757,-73.823,,13.034626646500051,2.0,Flushing,Queens County
4061,Co-op for sale,438000,2,1.0,,40.743,-73.881,,12.989976472461,1.0,Elmhurst,Queens County
4062,House for sale,949900,3,2.0,1940.0,40.601,-73.981,7.57095858316901,13.764113047620114,2.0,Gravesend,Kings County
4063,House for sale,599000,3,2.0,1232.0,40.634,-74.153,7.117205503164344,13.303018546545275,2.0,Mariners Harbor,Richmond County
4064,Condo for sale,7500000,4,4.0,2811.0,40.713,-74.009,7.941651252930556,15.830413711839864,4.0,Manhattan,New York County
4065,Co-op for sale,289000,1,1.0,,40.776,-73.908,,12.574185427296195,1.0,Astoria,Queens County
4066,House for sale,635000,3,1.0,500.0,40.731,-73.992,6.2166061010848646,13.361381852676738,1.0,Manhattan,New York County
4067,House for sale,1680000,5,2.0,1584.0,40.626,-73.947,7.368339686311381,14.33430494661736,2.0,Midwood,Kings County
4068,Multi-family home for sale,1075000,5,2.0,,40.687,-73.86,,13.887832149776026,2.0,Jamaica,Queens County
4069,Condo for sale,580000,2,1.0,667.0,40.661,-73.995,6.504288173536645,13.270785106659046,1.0,Sunset Park,Kings County
4070,Pending,838000,4,4.0,2780.0,40.512,-74.249,7.930565854233965,13.63877457278093,4.0,Tottenville,Richmond County
4071,Condo for sale,8575000,2,2.0,1830.0,40.768,-73.984,7.5126175446745105,15.964361667634346,2.0,Manhattan,New York County
4072,Co-op for sale,2500000,3,4.0,,40.759,-73.964,,14.731801689838349,4.0,Manhattan,New York County
4073,Condo for sale,200000,3,2.3738608579684373,,40.665,-73.986,,12.206077645517674,2.0,Park Slope,Kings County
4074,Co-op for sale,2595000,3,4.0,,40.738,-73.984,,14.769097459938507,4.0,Manhattan,New York County
4075,House for sale,619000,2,2.0,804.0,40.625,-74.152,6.690842277418564,13.335862167174314,2.0,Mid Island,Richmond County
4076,Condo for sale,1200000,3,1.0,500.0,40.738,-74.005,6.2166061010848646,13.997832948091215,1.0,Manhattan,New York County
4077,Co-op for sale,8250000,2,3.0,3000.0,40.766,-73.978,8.006700845440367,15.925723879522977,3.0,Manhattan,New York County
4078,House for sale,1150000,3,2.0,1600.0,40.585,-73.937,7.3783837129967145,13.955273369904273,2.0,Sheepshead Bay,Kings County
4079,Condo for sale,375000,1,1.0,387.0,40.664,-73.995,5.961005339623274,12.834683971615659,1.0,Sunset Park,Kings County
4080,Condo for sale,2488000,2,2.0,1483.0,40.711,-74.006,7.302496423727326,14.726990134770388,2.0,Manhattan,New York County
4081,Co-op for sale,625000,1,1.0,,40.785,-73.954,,13.345508528717259,1.0,Manhattan,New York County
4082,Multi-family home for sale,1510000,5,3.0,,40.658,-74.002,,14.227620871042543,3.0,Sunset Park,Kings County
4083,Co-op for sale,4500000,2,2.0,,40.77,-73.969,,15.319588176962746,2.0,Manhattan,New York County
4084,Condo for sale,935000,1,1.0,713.0,40.691,-73.99,6.570882962339584,13.74830287778897,1.0,Downtown Brooklyn,Kings County
4085,Multi-family home for sale,604200,5,3.0,2000.0,40.67,-73.877,7.601402334583733,13.311662203014437,3.0,East New York,Kings County
4086,Co-op for sale,375000,1,1.0,,40.577,-73.84,,12.834683971615659,1.0,Rockaway Park,Queens County
4087,Co-op for sale,339000,1,1.0,,40.776,-73.908,,12.733758336210744,1.0,Astoria,Queens County
4088,House for sale,1149000,3,1.0,,40.733,-73.854,,13.954403427152533,1.0,Flushing,Queens County
4089,Condo for sale,5200000,3,4.0,3400.0,40.785,-73.971,8.131824785007195,15.46416937585933,4.0,Manhattan,New York County
4090,Multi-family home for sale,950000,3,2.3738608579684373,2500.0,40.851,-73.931,7.824445930877619,13.76421831620775,2.0,Manhattan,New York County
4091,Co-op for sale,329000,2,1.0,950.0,40.591,-73.968,6.85751406254539,12.703816069256568,1.0,Gravesend,Kings County
4092,Co-op for sale,279000,2,1.0,,40.731,-73.74,,12.53897064502647,1.0,Bellerose Manor,Queens County
4093,Co-op for sale,2495000,3,3.0,2500.0,40.775,-73.946,7.824445930877619,14.72979968796928,3.0,Manhattan,New York County
4094,Multi-family home for sale,19995000,7,8.0,8900.0,40.74,-73.988,9.093918908958932,16.810992850275557,8.0,Manhattan,New York County
4095,Co-op for sale,595000,2,2.0,1075.0,40.749,-73.883,6.98100574072173,13.296318365198623,2.0,Jackson Heights,Queens County
4096,Multi-family home for sale,850000,3,2.0,1696.0,40.587,-74.094,7.436617265234227,13.652992804936396,2.0,Midland Beach,Richmond County
4097,House for sale,849990,5,3.0,,40.684,-73.798,,13.652981040175149,3.0,Jamaica,Queens County
4098,Townhouse for sale,799000,3,2.0,1184.0,40.787,-73.842,7.077498053569231,13.591117476312084,2.0,Flushing,Queens County
4099,Co-op for sale,550000,1,1.0,,40.771,-73.958,,13.217675375388819,1.0,Manhattan,New York County
4100,Multi-family home for sale,3200000,3,2.3738608579684373,17000.0,40.641,-74.08,9.741027444837728,14.978661680269907,2.0,Mid Island,Richmond County
4101,Co-op for sale,639000,3,1.0,1100.0,40.759,-73.905,7.00397413672268,13.367661298303675,1.0,Woodside,Queens County
4102,House for sale,2199999,4,2.0,2848.0,40.573,-74.14,7.954723334497908,14.603967918328545,2.0,Lighthouse Hill,Richmond County
4103,Multi-family home for sale,950000,9,7.0,3316.0,40.851,-73.894,8.106816038947052,13.76421831620775,7.0,West Bronx,Bronx County
